time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-12T04:04:25.431Z,63.0403,-151.3452,0,2,ml,,,,0.68,ak,ak0201z6ik7j,2020-02-12T04:11:32.661Z,"101km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-12T04:03:02.510Z,35.779,-117.616,10.88,1.7,ml,21,118,0.03962,0.14,ci,ci39299072,2020-02-12T13:44:05.103Z,"18km NNE of Ridgecrest, CA",earthquake,0.26,0.45,0.177,26,reviewed,ci,ci
2020-02-12T04:00:23.030Z,52.0631667,-176.1266667,4.08,0.3,ml,5,176,0.01499,0.13,av,av70869939,2020-02-13T20:57:30.920Z,"41km ENE of Adak, Alaska",earthquake,0.53,0.91,0.184,5,reviewed,av,av
2020-02-12T04:00:13.560Z,44.2516667,-110.7705,3.93,1.27,md,7,96,0.03115,0.14,uu,uu60359712,2020-02-13T16:55:15.270Z,"23km SSE of Old Faithful Geyser, Wyoming",earthquake,0.38,0.45,0.149,3,reviewed,uu,uu
2020-02-12T03:59:06.130Z,52.0645,-176.1153333,3.96,0.66,ml,6,103,0.02172,0.2,av,av70869934,2020-02-13T20:55:29.440Z,"42km ENE of Adak, Alaska",earthquake,0.56,1.06,0.219,6,reviewed,av,av
2020-02-12T03:58:30.340Z,38.7923333,-122.806,3.38,0.27,md,23,85,0.00461,0.04,nc,nc73339980,2020-02-15T00:13:03.107Z,"5km WNW of The Geysers, CA",earthquake,0.21,0.34,,1,reviewed,nc,nc
2020-02-12T03:56:02.610Z,44.2445,-110.7773333,2.56,1.1,md,5,111,0.03291,0.24,uu,uu60019884,2020-02-12T17:32:05.600Z,"24km S of Old Faithful Geyser, Wyoming",earthquake,0.71,1.71,0.682,3,reviewed,uu,uu
2020-02-12T03:55:32.110Z,44.2155,-110.7523333,2.22,1.37,md,10,107,0.06697,0.12,uu,uu60359707,2020-02-12T17:35:18.090Z,"27km SSE of Old Faithful Geyser, Wyoming",earthquake,0.76,2.57,0.324,5,reviewed,uu,uu
2020-02-12T03:47:27.890Z,35.928,-117.7401667,9.33,0.9,ml,19,55,0.06643,0.09,ci,ci37434413,2020-02-14T17:52:12.401Z,"15km E of Little Lake, CA",earthquake,0.16,0.35,0.141,9,reviewed,ci,ci
2020-02-12T03:47:18.670Z,35.8026667,-117.6146667,8.17,0.63,ml,12,96,0.0191,0.17,ci,ci39299064,2020-02-14T17:54:24.966Z,"19km WNW of Searles Valley, CA",earthquake,0.32,0.67,0.125,9,reviewed,ci,ci
2020-02-12T03:44:15.480Z,35.6795,-117.5096667,6.91,0.67,ml,12,165,0.1005,0.15,ci,ci39299048,2020-02-12T03:47:53.628Z,"14km SW of Searles Valley, CA",earthquake,0.5,1.09,0.133,8,automatic,ci,ci
2020-02-12T03:33:57.540Z,44.2503333,-110.7708333,3.61,1.05,md,9,97,0.03181,0.13,uu,uu60359702,2020-02-12T22:36:44.970Z,"23km S of Old Faithful Geyser, Wyoming",earthquake,0.39,0.52,0.511,6,reviewed,uu,uu
2020-02-12T03:32:34.010Z,38.8318329,-122.809166,1.14,0.56,md,11,63,0.008455,0.02,nc,nc73339975,2020-02-12T03:48:04.277Z,"8km W of Cobb, CA",earthquake,0.26,0.74,,1,automatic,nc,nc
2020-02-12T03:30:24.530Z,44.2413333,-110.7663333,3.15,1.83,md,10,98,0.0404,0.13,uu,uu60359697,2020-02-12T17:33:40.470Z,"24km SSE of Old Faithful Geyser, Wyoming",earthquake,0.41,0.71,0.236,4,reviewed,uu,uu
2020-02-12T03:29:06.120Z,44.2475,-110.7846667,1.98,1.02,md,6,109,0.02748,0.17,uu,uu60019914,2020-02-13T16:07:22.990Z,"23km S of Old Faithful Geyser, Wyoming",earthquake,1.39,0.58,0.342,3,reviewed,uu,uu
2020-02-12T03:28:16.010Z,44.2386667,-110.7626667,3.31,2.13,ml,14,99,0.04414,0.13,uu,uu60359692,2020-02-13T16:01:12.070Z,"25km SSE of Old Faithful Geyser, Wyoming",earthquake,0.52,0.75,0.269,4,reviewed,uu,uu
2020-02-12T03:27:04.550Z,44.2485,-110.7835,3.02,1,md,6,109,0.02709,0.12,uu,uu60019924,2020-02-13T16:49:34.280Z,"23km S of Old Faithful Geyser, Wyoming",earthquake,0.41,0.73,0.289,3,reviewed,uu,uu
2020-02-12T03:26:22.110Z,44.2456667,-110.7636667,1.67,1.35,md,12,98,0.03876,0.13,uu,uu60359687,2020-02-13T16:37:41.140Z,"24km SSE of Old Faithful Geyser, Wyoming",earthquake,0.74,0.41,0.369,7,reviewed,uu,uu
2020-02-12T03:26:03.600Z,44.2505,-110.771,3.7,0.73,md,9,97,0.03161,0.13,uu,uu60019919,2020-02-13T16:44:23.810Z,"23km S of Old Faithful Geyser, Wyoming",earthquake,0.36,0.4,0.524,5,reviewed,uu,uu
2020-02-12T03:25:32.590Z,19.2024994,-155.4516602,35.75,2.4,md,51,118,0.04787,0.11,hv,hv71379642,2020-02-12T03:28:43.740Z,"2km E of Pahala, Hawaii",earthquake,0.48,0.65,0.2,28,automatic,hv,hv
2020-02-12T03:18:24.310Z,44.233,-110.7665,4.84,2.19,ml,16,85,0.04679,0.27,uu,uu60359682,2020-02-12T14:39:09.320Z,"25km S of Old Faithful Geyser, Wyoming",earthquake,0.49,1.05,0.382,5,reviewed,uu,uu
2020-02-12T03:18:01.650Z,44.2495,-110.7751667,3.71,1.27,md,8,98,0.0301,0.09,uu,uu60019839,2020-02-12T14:44:19.890Z,"23km S of Old Faithful Geyser, Wyoming",earthquake,0.31,0.43,0.363,3,reviewed,uu,uu
2020-02-12T03:12:52.770Z,44.2533333,-110.7753333,2.44,1.06,md,4,149,0.02741,0.18,uu,uu60019844,2020-02-12T15:10:03.880Z,"23km S of Old Faithful Geyser, Wyoming",earthquake,2.04,2.49,0.092,3,reviewed,uu,uu
2020-02-12T03:12:34.080Z,44.2353333,-110.767,4.47,2,ml,16,84,0.0447,0.27,uu,uu60359677,2020-02-12T15:02:51.310Z,"25km S of Old Faithful Geyser, Wyoming",earthquake,0.5,0.86,0.078,2,reviewed,uu,uu
2020-02-12T03:10:47.170Z,44.2455,-110.767,1.81,1.11,md,11,97,0.0371,0.18,uu,uu60019899,2020-02-12T18:48:52.050Z,"24km SSE of Old Faithful Geyser, Wyoming",earthquake,0.53,0.26,0.607,3,reviewed,uu,uu
2020-02-12T03:09:18.560Z,44.2418333,-110.7693333,2.06,1.25,md,10,99,0.03859,0.15,uu,uu60359672,2020-02-12T18:31:22.270Z,"24km S of Old Faithful Geyser, Wyoming",earthquake,0.44,1.81,0.435,5,reviewed,uu,uu
2020-02-12T03:07:51.380Z,44.2385,-110.7643333,3.52,1.79,ml,15,99,0.04346,0.13,uu,uu60359667,2020-02-12T17:49:11.480Z,"25km SSE of Old Faithful Geyser, Wyoming",earthquake,0.46,0.64,0.336,3,reviewed,uu,uu
2020-02-12T03:03:11.759Z,35.2655,-97.89616667,7,0.86,ml,12,89,0.101680047,0.18,ok,ok2020cyze,2020-02-12T17:41:56.315Z,"6km SE of Minco, Oklahoma",earthquake,,1.1,0.48,3,reviewed,ok,ok
2020-02-12T02:58:46.876Z,62.9037,-149.592,66.3,1.3,ml,,,,0.54,ak,ak0201z5nblb,2020-02-12T03:01:49.676Z,"63km SSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-02-12T02:52:15.030Z,51.8568333,-177.7926667,8.36,1.81,ml,10,154,0.04466,0.09,av,av62135806,2020-02-13T20:28:52.730Z,"24km E of Tanaga Volcano, Alaska",earthquake,0.54,0.53,0.187,10,reviewed,av,av
2020-02-12T02:48:34.050Z,17.9696,-67.0445,10,2.77,ml,10,213,0.0748,0.08,pr,pr2020043001,2020-02-12T05:17:53.110Z,"0km SSE of La Parguera, Puerto Rico",earthquake,0.6,0.77,0,0,reviewed,pr,pr
2020-02-12T02:38:30.360Z,35.5833333,-117.4025,6.11,1.2,ml,17,152,0.04876,0.18,ci,ci39299032,2020-02-12T13:44:37.731Z,"20km S of Trona, CA",earthquake,0.48,0.59,0.171,17,reviewed,ci,ci
2020-02-12T02:33:09.300Z,38.8096657,-122.8216629,2.06,0.78,md,16,61,0.005925,0.06,nc,nc73339970,2020-02-12T03:00:04.994Z,"7km WNW of The Geysers, CA",earthquake,0.28,0.73,0.14,2,automatic,nc,nc
2020-02-12T02:13:49.250Z,38.7515,-122.713,1.89,1.24,md,27,100,0.01082,0.04,nc,nc73339960,2020-02-15T01:05:03.953Z,"3km SW of Anderson Springs, CA",earthquake,0.22,0.24,0.109,3,reviewed,nc,nc
2020-02-12T02:09:35.080Z,35.8933333,-117.7008333,8.07,0.7,ml,11,70,0.06813,0.07,ci,ci39299024,2020-02-12T13:44:54.472Z,"19km ESE of Little Lake, CA",earthquake,0.19,0.63,0.098,6,reviewed,ci,ci
2020-02-12T02:07:33.130Z,38.8424988,-122.8746643,2.1,0.35,md,10,194,0.00534,0.02,nc,nc73339955,2020-02-12T02:24:02.517Z,"13km NW of The Geysers, CA",earthquake,0.64,0.63,0.25,2,automatic,nc,nc
2020-02-12T02:04:00.460Z,19.2183342,-155.4241638,33.08,1.86,md,41,134,0.0316,0.13,hv,hv71379582,2020-02-12T02:07:08.290Z,"6km ENE of Pahala, Hawaii",earthquake,0.58,0.8,0.13,9,automatic,hv,hv
2020-02-12T02:03:56.540Z,52.066,-176.1106667,0.03,0.07,ml,4,164,0.02497,0.05,av,av70869919,2020-02-13T20:34:50.420Z,"42km ENE of Adak, Alaska",earthquake,0.56,0.34,0.169,4,reviewed,av,av
2020-02-12T02:02:48.350Z,35.7043333,-117.5126667,6.81,0.81,ml,14,101,0.1246,0.13,ci,ci39299016,2020-02-12T02:06:34.513Z,"12km SW of Searles Valley, CA",earthquake,0.39,1.01,0.084,8,automatic,ci,ci
2020-02-12T01:59:34.460Z,33.3263333,-116.1948333,9.77,0.91,ml,25,124,0.1026,0.22,ci,ci39299008,2020-02-12T13:45:26.114Z,"18km SSW of Oasis, CA",earthquake,0.44,0.91,0.139,18,reviewed,ci,ci
2020-02-12T01:54:19.350Z,38.7999992,-122.8168335,3.11,0.73,md,14,80,0.01309,0.02,nc,nc73339950,2020-02-12T02:02:03.194Z,"6km WNW of The Geysers, CA",earthquake,0.4,0.9,0.16,2,automatic,nc,nc
2020-02-12T01:54:14.380Z,38.8003349,-122.8181686,3.26,0.49,md,11,81,0.01211,0.02,nc,nc73339945,2020-02-12T02:00:06.634Z,"6km WNW of The Geysers, CA",earthquake,0.44,0.99,0.55,2,automatic,nc,nc
2020-02-12T01:39:39.820Z,38.821167,-122.80867,3.31,0.55,md,8,73,0.00248,0.02,nc,nc73339940,2020-02-12T01:45:04.535Z,"7km NW of The Geysers, CA",earthquake,0.49,1.75,,1,automatic,nc,nc
2020-02-12T01:34:23.890Z,52.057,-176.132,4.12,0.61,ml,6,89,0.0094,0.07,av,av70869914,2020-02-13T20:24:44.870Z,"41km ENE of Adak, Alaska",earthquake,0.34,0.54,0.228,6,reviewed,av,av
2020-02-12T01:34:00.830Z,38.8128319,-122.8296661,1.95,0.78,md,14,79,0.003976,0.02,nc,nc73339935,2020-02-12T02:02:03.645Z,"8km WNW of The Geysers, CA",earthquake,0.27,0.58,0.14,2,automatic,nc,nc
2020-02-12T01:19:45.010Z,18.8945,-155.1805,10.59,2.37,ml,40,258,0.3719,0.13,hv,hv71379532,2020-02-12T03:47:25.040Z,"48km SE of Pahala, Hawaii",earthquake,0.73,0.46,0.092,16,reviewed,hv,hv
2020-02-12T01:18:13.790Z,36.7173333,-119.358,22.39,2.16,md,12,167,0.1676,0.14,nc,nc73339925,2020-02-12T06:03:06.087Z,"10km WSW of Squaw Valley, CA",earthquake,0.94,1.51,0.1,20,reviewed,nc,nc
2020-02-12T01:17:58.870Z,35.7336667,-117.5376667,6.43,1.11,ml,17,158,0.09526,0.18,ci,ci39298976,2020-02-12T01:21:43.703Z,"13km WSW of Searles Valley, CA",earthquake,0.48,1.31,0.154,14,automatic,ci,ci
2020-02-12T01:07:49.830Z,37.6663333,-118.8688333,3.34,0.36,md,13,164,0.0312,0.04,nc,nc73339920,2020-02-14T22:56:03.433Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.53,0.77,0.117,11,reviewed,nc,nc
2020-02-12T01:06:29.900Z,33.1885,-116.3275,11.4,2.96,ml,105,19,0.06178,0.19,ci,ci39298968,2020-02-15T01:10:48.701Z,"9km SSE of Borrego Springs, CA",earthquake,0.11,0.26,0.139,124,reviewed,ci,ci
2020-02-12T00:56:51.460Z,38.8091667,-122.7738333,1.45,0.2,md,15,59,0.006734,0.03,nc,nc73339910,2020-02-14T22:44:03.362Z,"4km NNW of The Geysers, CA",earthquake,0.22,0.41,,1,reviewed,nc,nc
2020-02-12T00:53:02.070Z,38.8180008,-122.8248367,2.19,0.56,md,14,69,0.00946,0.02,nc,nc73339905,2020-02-12T01:07:03.314Z,"8km NW of The Geysers, CA",earthquake,0.27,0.72,0.38,2,automatic,nc,nc
2020-02-12T00:50:38.200Z,33.1431667,-115.6223333,4.95,1.28,ml,25,61,0.03467,0.18,ci,ci39298952,2020-02-12T16:05:57.241Z,"10km W of Calipatria, CA",earthquake,0.2,0.34,0.194,16,reviewed,ci,ci
2020-02-12T00:50:11.760Z,37.595,-119.0108333,1.75,0.48,md,9,214,0.0196,0.04,nc,nc73340200,2020-02-12T19:54:03.186Z,"5km SSW of Mammoth Lakes, CA",earthquake,0.37,0.4,0.255,8,reviewed,nc,nc
2020-02-12T00:50:09.428Z,36.4924,68.6096,10,4.4,mb,,118,4.757,1.2,us,us70007nje,2020-02-12T01:07:06.040Z,"34km SW of Kunduz, Afghanistan",earthquake,8.8,1.9,0.161,11,reviewed,us,us
2020-02-12T00:49:29.670Z,19.1548328,-155.4456635,36.17,1.89,md,41,206,0.01556,0.11,hv,hv71379507,2020-02-12T00:52:51.060Z,"6km SSE of Pahala, Hawaii",earthquake,0.72,0.88,0.23,5,automatic,hv,hv
2020-02-12T00:43:19.540Z,52.6402,171.859,10,4.9,mb,,146,1.369,0.67,us,us70007njd,2020-02-12T01:02:31.040Z,"92km WSW of Attu Station, Alaska",earthquake,10.7,1.9,0.029,373,reviewed,us,us
2020-02-12T00:42:16.680Z,32.966,-115.5296667,10.8,1.54,ml,12,95,0.06945,0.21,ci,ci39298944,2020-02-14T17:50:01.847Z,"1km S of Brawley, CA",earthquake,0.44,0.82,0.09,7,reviewed,ci,ci
2020-02-12T00:26:35.060Z,58.1905,-155.2803333,1.12,-0.38,ml,4,227,0.03197,0.03,av,av70869909,2020-02-13T20:17:11.100Z,"97km SE of King Salmon, Alaska",earthquake,0.56,1.15,0.486,4,reviewed,av,av
2020-02-12T00:25:15.940Z,33.6031667,-116.8023333,5.79,0.45,ml,12,84,0.03328,0.12,ci,ci39298920,2020-02-12T00:28:52.861Z,"13km WNW of Anza, CA",earthquake,0.37,1.33,0.224,9,automatic,ci,ci
2020-02-12T00:25:02.900Z,17.9451,-66.8335,17,2.53,md,12,209,0.0547,0.22,pr,pr2020043000,2020-02-12T01:31:39.739Z,"5km SSW of Indios, Puerto Rico",earthquake,1.25,0.69,0.37,9,reviewed,pr,pr
2020-02-12T00:24:23.440Z,35.5698333,-117.3951667,7.93,0.84,ml,18,81,0.05128,0.17,ci,ci39298928,2020-02-14T17:36:09.892Z,"22km S of Trona, CA",earthquake,0.34,0.67,0.161,6,reviewed,ci,ci
2020-02-12T00:23:46.100Z,35.5688333,-117.3975,8,0.63,ml,13,129,0.05138,0.16,ci,ci37434405,2020-02-14T17:46:07.946Z,"22km S of Trona, CA",earthquake,0.35,0.62,0.07,5,reviewed,ci,ci
2020-02-12T00:21:40.030Z,33.504,-116.4978333,12.71,1.07,ml,34,59,0.06012,0.22,ci,ci39298912,2020-02-12T01:51:03.200Z,"17km ESE of Anza, CA",earthquake,0.29,0.51,0.13,28,reviewed,ci,ci
2020-02-12T00:21:37.260Z,37.601,-119.0158333,1.19,0.25,md,5,312,0.01254,0.03,nc,nc73340190,2020-02-12T19:33:05.060Z,"5km SW of Mammoth Lakes, CA",earthquake,1.38,0.52,0.096,5,reviewed,nc,nc
2020-02-12T00:15:55.590Z,33.4611667,-116.578,10.7,0.76,ml,24,63,0.03909,0.19,ci,ci39298904,2020-02-12T01:50:26.689Z,"14km SE of Anza, CA",earthquake,0.35,0.51,0.211,16,reviewed,ci,ci
2020-02-12T00:14:53.140Z,33.5036667,-116.4836667,12.37,0.84,ml,24,63,0.06668,0.17,ci,ci39298896,2020-02-12T01:51:10.170Z,"18km ESE of Anza, CA",earthquake,0.25,0.55,0.204,19,reviewed,ci,ci
2020-02-12T00:08:07.680Z,37.6555,-118.8713333,3.12,1.34,md,20,90,0.02308,0.07,nc,nc73339900,2020-02-12T19:23:02.995Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.31,0.37,0.227,17,reviewed,nc,nc
2020-02-11T23:59:09.950Z,36.0741667,-117.8568333,1.45,0.95,ml,12,159,0.04335,0.18,ci,ci39298872,2020-02-12T00:02:41.554Z,"9km ENE of Coso Junction, CA",earthquake,0.47,0.34,0.223,12,automatic,ci,ci
2020-02-11T23:52:26.070Z,35.6155,-117.455,7.81,0.12,ml,8,114,0.02953,0.13,ci,ci39298856,2020-02-14T17:31:10.208Z,"18km SSW of Searles Valley, CA",earthquake,0.47,0.63,0.006,1,reviewed,ci,ci
2020-02-11T23:51:33.010Z,64.8412,-147.2941,17,1.5,ml,,,,0.58,ak,ak0201xukjn1,2020-02-12T00:53:17.333Z,"10km NNE of North Pole, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-02-11T23:47:54.570Z,35.9958333,-117.8001667,2.29,0.08,ml,8,71,0.01506,0.28,ci,ci39298848,2020-02-14T17:28:23.061Z,"12km NE of Little Lake, CA",earthquake,0.64,0.42,0.174,3,reviewed,ci,ci
2020-02-11T23:39:44.320Z,45.8485,-112.2,10.59,-0.68,md,3,190,0.177,0.01,mb,mb80381534,2020-02-12T16:47:18.550Z,"8km WSW of Whitehall, Montana",earthquake,5.73,2.12,,1,reviewed,mb,mb
2020-02-11T23:38:25.570Z,37.65,-118.905,1.51,0,md,6,138,0.004902,0.01,nc,nc73339890,2020-02-12T02:49:02.929Z,"7km ENE of Mammoth Lakes, CA",earthquake,0.95,1.38,0.248,5,reviewed,nc,nc
2020-02-11T23:36:57.300Z,37.654,-118.909,2.52,0.68,md,15,132,0.002714,0.03,nc,nc73339885,2020-02-14T22:34:03.293Z,"6km ENE of Mammoth Lakes, CA",earthquake,0.34,0.42,0.375,14,reviewed,nc,nc
2020-02-11T23:35:16.490Z,38.8226667,-122.8273333,2.62,0.29,md,5,165,0.006029,0.01,nc,nc73339880,2020-02-13T02:07:03.526Z,"8km NW of The Geysers, CA",earthquake,0.84,1.04,,1,reviewed,nc,nc
2020-02-11T23:32:48.360Z,33.1463333,-115.6238333,4.01,1.31,ml,16,82,0.0318,0.13,ci,ci39298808,2020-02-12T00:01:04.973Z,"10km WNW of Calipatria, CA",earthquake,0.22,0.21,0.203,10,reviewed,ci,ci
2020-02-11T23:27:25.310Z,64.856,-147.3015,13.5,1,ml,,,,0.43,ak,ak0201xufdxv,2020-02-11T23:30:32.206Z,"11km N of North Pole, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-11T23:26:17.650Z,36.7176667,-121.3618333,3.25,2.14,md,37,85,0.08274,0.1,nc,nc73339875,2020-02-15T00:27:07.200Z,"9km SSW of Tres Pinos, CA",earthquake,0.23,1.28,0.251,24,reviewed,nc,nc
2020-02-11T23:22:32.510Z,20.1038333,-155.4131667,12.67,1.92,md,41,223,0.2769,0.14,hv,hv71379422,2020-02-12T03:21:07.490Z,"6km ENE of Honoka'a, Hawaii",earthquake,0.91,1.29,0.074,20,reviewed,hv,hv
2020-02-11T23:19:43.010Z,36.7178333,-121.3625,2.34,1.22,md,21,103,0.0822,0.09,nc,nc73339865,2020-02-12T01:44:03.530Z,"9km SSW of Tres Pinos, CA",earthquake,0.35,1.71,0.425,15,reviewed,nc,nc
2020-02-11T23:03:42.660Z,40.1535,-123.8305,23.81,2.06,md,21,68,0.05709,0.15,nc,nc73339850,2020-02-12T03:09:04.045Z,"4km N of Redway, CA",earthquake,0.49,0.36,0.158,16,reviewed,nc,nc
2020-02-11T23:02:07.340Z,35.713,-117.5706667,8.75,0.41,ml,10,146,0.1048,0.11,ci,ci39298784,2020-02-14T17:23:35.384Z,"14km NE of Ridgecrest, CA",earthquake,0.32,1.05,0.164,4,reviewed,ci,ci
2020-02-11T22:54:32.270Z,17.9495,-66.948,11,2.85,ml,8,217,0.0734,0.15,pr,pr2020042021,2020-02-12T00:42:59.701Z,"4km WSW of Guanica, Puerto Rico",earthquake,0.93,0.48,0,0,reviewed,pr,pr
2020-02-11T22:47:01.565Z,62.2599,-151.3507,90.5,1.6,ml,,,,0.56,ak,ak0201xty6to,2020-02-11T22:59:46.752Z,"64km W of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-02-11T22:40:14.034Z,39.6874,-120.0896,8.4,0.4,ml,3,181.95,0.127,0.0526,nn,nn00716948,2020-02-12T02:07:49.821Z,"9km W of Cold Springs, Nevada",earthquake,,13.3,0.15,2,reviewed,nn,nn
2020-02-11T22:29:59.155Z,-20.9434,-70.7734,10,4,mwr,,187,0.9,0.83,us,us70007ngw,2020-02-12T01:05:17.005Z,"103km SW of Iquique, Chile",earthquake,4,1.7,0.048,41,reviewed,us,us
2020-02-11T22:22:38.897Z,60.4591,-142.9385,7.8,1.5,ml,,,,1,ak,ak0201xtswsx,2020-02-11T22:25:32.610Z,"52km NNW of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-11T22:20:49.130Z,33.6188333,-116.8006667,13.74,0.74,ml,19,64,0.0395,0.23,ci,ci39298736,2020-02-11T22:24:17.870Z,"14km WNW of Anza, CA",earthquake,0.53,1.34,0.358,12,automatic,ci,ci
2020-02-11T22:12:56.110Z,33.5976667,-116.8073333,4.84,0.64,ml,20,47,0.0363,0.1,ci,ci39298720,2020-02-11T22:42:46.128Z,"13km WNW of Anza, CA",earthquake,0.19,0.77,0.068,5,reviewed,ci,ci
2020-02-11T22:11:03.650Z,35.0455,-117.6701667,0.29,1.71,ml,24,59,0.1129,0.22,ci,ci39298712,2020-02-11T22:15:06.041Z,"6km NNW of Boron, CA",quarry blast,0.46,31.61,0.131,28,automatic,ci,ci
2020-02-11T22:10:20.920Z,58.3741667,-154.7328333,4.6,-0.36,ml,6,205,0.03714,0.11,av,av70869874,2020-02-13T02:26:52.770Z,"103km NNW of Larsen Bay, Alaska",earthquake,0.99,0.43,0.157,6,reviewed,av,av
2020-02-11T22:09:08.560Z,17.9485,-66.9518,11,3.38,md,12,214,0.0773,0.18,pr,pr2020042020,2020-02-12T05:01:49.578Z,"4km SSW of Guanica, Puerto Rico",earthquake,0.94,0.47,0.29,7,reviewed,pr,pr
2020-02-11T22:07:56.294Z,62.9186,-148.2399,57,1.9,ml,,,,0.9,ak,ak0201xtpqe6,2020-02-11T22:21:51.476Z,"63km SE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-11T22:07:49.340Z,36.52866667,-98.98833333,8.01,1.49,ml,20,121,0.047690641,0.12,ok,ok2020cypl,2020-02-12T17:51:03.979Z,"21km ENE of Mooreland, Oklahoma",earthquake,,0.5,,8,reviewed,ok,ok
2020-02-11T22:06:53.370Z,37.5906667,-119.0123333,1.53,1.02,md,18,122,0.02303,0.06,nc,nc73339825,2020-02-12T19:06:02.891Z,"6km SSW of Mammoth Lakes, CA",earthquake,0.21,0.42,0.428,17,reviewed,nc,nc
2020-02-11T22:04:44.920Z,19.2121658,-155.4341736,37.37,2.3,md,35,187,0.04285,0.11,hv,hv71379337,2020-02-11T22:08:02.070Z,"4km E of Pahala, Hawaii",earthquake,0.84,0.97,0.31,7,automatic,hv,hv
2020-02-11T22:02:14.650Z,58.4503333,-154.4805,3.98,-0.2,ml,4,283,0.05595,0.2,av,av70869869,2020-02-13T02:25:21.490Z,"105km NNW of Larsen Bay, Alaska",earthquake,2.52,3.58,0.163,4,reviewed,av,av
2020-02-11T21:42:43.476Z,-20.9359,-70.7684,10,4.6,mwr,,139,0.899,1.25,us,us70007nev,2020-02-12T01:06:24.938Z,"102km SW of Iquique, Chile",earthquake,4,1.9,0.045,47,reviewed,us,us
2020-02-11T21:39:00.857Z,65.0417,-149.7388,12.8,1.2,ml,,,,0.47,ak,ak0201xtb1f1,2020-02-11T21:49:03.565Z,"42km E of Manley Hot Springs, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-11T21:38:51.620Z,35.6223333,-117.47,8.72,0.55,ml,7,156,0.03632,0.14,ci,ci39298696,2020-02-11T22:35:24.660Z,"17km SSW of Searles Valley, CA",earthquake,0.76,0.53,0.041,4,reviewed,ci,ci
2020-02-11T21:38:49.500Z,35.914,-117.7351667,3.62,-0.22,ml,7,112,0.07572,0.04,ci,ci37434333,2020-02-11T22:38:47.192Z,"16km E of Little Lake, CA",earthquake,0.22,1.26,0.095,2,reviewed,ci,ci
2020-02-11T21:31:14.580Z,17.9325,-66.9543,10,3.6,ml,12,221,0.0863,0.22,pr,pr2020042018,2020-02-12T22:58:34.629Z,"13km SSW of Guanica, Puerto Rico",earthquake,1.37,0.67,0.19,7,reviewed,pr,pr
2020-02-11T21:21:16.640Z,17.8956,-66.7921,10,2.51,md,10,233,0.1179,0.06,pr,pr2020042019,2020-02-11T23:20:09.194Z,"11km SSE of Indios, Puerto Rico",earthquake,0.76,0.55,0.27,6,reviewed,pr,pr
2020-02-11T21:16:53.430Z,33.6946667,-116.7133333,17.49,1.45,ml,50,36,0.01647,0.19,ci,ci39298664,2020-02-11T21:59:45.810Z,"5km S of Idyllwild, CA",earthquake,0.23,0.42,0.193,27,reviewed,ci,ci
2020-02-11T21:04:16.649Z,4.5291,83.4764,10,4.7,mb,,101,3.878,1.03,us,us70007ndd,2020-02-13T07:42:27.003Z,North Indian Ocean,earthquake,8.9,1.8,0.082,45,reviewed,us,us
2020-02-11T20:56:12.360Z,36.0046667,-120.562,3.26,-0.12,md,5,231,0.02113,0.03,nc,nc73339805,2020-02-12T01:37:47.770Z,"17km NW of Parkfield, CA",earthquake,1.06,0.74,,1,reviewed,nc,nc
2020-02-11T20:56:03.860Z,38.7925,-122.756,1.4,0.28,md,14,82,0.008616,0.03,nc,nc73339800,2020-02-13T03:10:03.744Z,"2km N of The Geysers, CA",earthquake,0.25,0.61,,1,reviewed,nc,nc
2020-02-11T20:51:24.160Z,35.9068333,-117.68,8.17,0.83,ml,14,78,0.04751,0.13,ci,ci39298632,2020-02-11T20:54:57.560Z,"21km E of Little Lake, CA",earthquake,0.34,0.63,0.113,11,automatic,ci,ci
2020-02-11T20:35:40.450Z,35.6686667,-117.4858333,4.47,1.45,ml,19,108,0.08422,0.17,ci,ci39298608,2020-02-11T20:46:08.860Z,"13km SW of Searles Valley, CA",earthquake,0.36,1.03,0.164,21,automatic,ci,ci
2020-02-11T20:34:31.150Z,38.7573333,-122.9363333,5.8,1.04,md,46,143,0.06254,0.04,nc,nc73339785,2020-02-13T02:53:02.637Z,"9km SE of Cloverdale, CA",earthquake,0.27,0.39,0.107,4,reviewed,nc,nc
2020-02-11T20:28:04.826Z,61.0113,-150.7861,39.5,1.6,ml,,,,0.31,ak,ak0201xsn9dm,2020-02-11T21:20:57.069Z,"45km NE of Nikiski, Alaska",earthquake,,4.6,,,automatic,ak,ak
